mode,n,m,instance,seed,algorithm,makespan,optimal_makespan,ratio,runtime_seconds
unidirectional,15,40,8,156034,ILP,40,40,1.0,1.1808768150003743
unidirectional,15,40,8,156034,REC,40,40,1.0,0.0008118840014503803
unidirectional,15,40,8,156034,Heap-Based,40,40,1.0,0.0005003620008210419
unidirectional,15,40,9,156035,ILP,39,39,1.0,0.4203915159996541
unidirectional,15,40,9,156035,REC,39,39,1.0,0.0008307550015160814
unidirectional,15,40,9,156035,Heap-Based,39,39,1.0,0.0005500289989868179
unidirectional,15,40,10,156036,ILP,44,44,1.0,0.5113810800012288
unidirectional,15,40,10,156036,REC,44,44,1.0,0.0007340689990087412
unidirectional,15,40,10,156036,Heap-Based,44,44,1.0,0.00042938600017805584
unidirectional,15,40,11,156037,ILP,44,44,1.0,1.1336339860008593
unidirectional,15,40,11,156037,REC,44,44,1.0,0.0010263580006721895
unidirectional,15,40,11,156037,Heap-Based,44,44,1.0,0.000645253998300177
unidirectional,15,40,12,156038,ILP,44,44,1.0,0.07367847100067593
unidirectional,15,40,12,156038,REC,44,44,1.0,0.00084446199980448
unidirectional,15,40,12,156038,Heap-Based,44,44,1.0,0.0005321400003595045
unidirectional,15,40,13,156039,ILP,39,39,1.0,0.04800350299956335
unidirectional,15,40,13,156039,REC,39,39,1.0,0.000784677999035921
unidirectional,15,40,13,156039,Heap-Based,39,39,1.0,0.0004811710005014902
unidirectional,15,40,14,156040,ILP,44,44,1.0,4.246357197998805
unidirectional,15,40,14,156040,REC,44,44,1.0,0.0009456079988012789
unidirectional,15,40,14,156040,Heap-Based,44,44,1.0,0.000676879000820918
unidirectional,15,40,15,156041,ILP,42,42,1.0,0.4581292399998347
unidirectional,15,40,15,156041,REC,42,42,1.0,0.0007765820009808522
unidirectional,15,40,15,156041,Heap-Based,42,42,1.0,0.000442802000179654
unidirectional,15,40,16,156042,ILP,45,45,1.0,0.05583243000000948
unidirectional,15,40,16,156042,REC,45,45,1.0,0.0007619570005772403
unidirectional,15,40,16,156042,Heap-Based,45,45,1.0,0.0004863110007136129
unidirectional,15,40,17,156043,ILP,40,40,1.0,0.9332965339999646
unidirectional,15,40,17,156043,REC,40,40,1.0,0.0007113160008884734
unidirectional,15,40,17,156043,Heap-Based,40,40,1.0,0.0004057770001963945
unidirectional,15,40,18,156044,ILP,39,39,1.0,1.777406968998548
unidirectional,15,40,18,156044,REC,39,39,1.0,0.0009434809999220306
unidirectional,15,40,18,156044,Heap-Based,39,39,1.0,0.0006093960000725929
unidirectional,15,40,19,156045,ILP,35,35,1.0,0.23682780600029218
unidirectional,15,40,19,156045,REC,35,35,1.0,0.0006563530005223583
unidirectional,15,40,19,156045,Heap-Based,35,35,1.0,0.00035200800084567163
unidirectional,15,40,20,156046,ILP,35,35,1.0,0.32512363100067887
unidirectional,15,40,20,156046,REC,35,35,1.0,0.0008436669995717239
unidirectional,15,40,20,156046,Heap-Based,35,35,1.0,0.0004865770006290404
unidirectional,15,40,21,156047,ILP,37,37,1.0,0.0347761309985799
unidirectional,15,40,21,156047,REC,37,37,1.0,0.0006738350002706284
unidirectional,15,40,21,156047,Heap-Based,37,37,1.0,0.0003575149985408643
unidirectional,15,40,22,156048,ILP,41,41,1.0,0.05320227199990768
unidirectional,15,40,22,156048,REC,41,41,1.0,0.000749442999222083
unidirectional,15,40,22,156048,Heap-Based,41,41,1.0,0.0004990899997210363
unidirectional,15,40,23,156049,ILP,39,39,1.0,1.7619334330011043
unidirectional,15,40,23,156049,REC,39,39,1.0,0.0008227830003306735
unidirectional,15,40,23,156049,Heap-Based,39,39,1.0,0.0005037859991716687
unidirectional,15,40,24,156050,ILP,42,42,1.0,0.4547408809994522
unidirectional,15,40,24,156050,REC,42,42,1.0,0.0006799790007789852
unidirectional,15,40,24,156050,Heap-Based,42,42,1.0,0.00039100100002542604
unidirectional,15,40,25,156051,ILP,38,38,1.0,0.4173116450001544
unidirectional,15,40,25,156051,REC,38,38,1.0,0.0007562099999631755
unidirectional,15,40,25,156051,Heap-Based,38,38,1.0,0.00041661800059955567
unidirectional,15,40,26,156052,ILP,41,41,1.0,1.2321808429987868
unidirectional,15,40,26,156052,REC,41,41,1.0,0.0007839890004106564
unidirectional,15,40,26,156052,Heap-Based,41,41,1.0,0.0005128359989612363
unidirectional,15,40,27,156053,ILP,42,42,1.0,0.05017827899973781
unidirectional,15,40,27,156053,REC,42,42,1.0,0.0007320629993046168
unidirectional,15,40,27,156053,Heap-Based,42,42,1.0,0.0004458010007510893
unidirectional,15,40,28,156054,ILP,40,40,1.0,0.7633950419985922
unidirectional,15,40,28,156054,REC,40,40,1.0,0.0008965069991972996
unidirectional,15,40,28,156054,Heap-Based,40,40,1.0,0.0005924010001763236
unidirectional,15,40,29,156055,ILP,40,40,1.0,0.9051787570006127
unidirectional,15,40,29,156055,REC,40,40,1.0,0.000696346998665831
unidirectional,15,40,29,156055,Heap-Based,40,40,1.0,0.000439864001236856
unidirectional,15,40,30,156056,ILP,44,44,1.0,4.084306225000546
unidirectional,15,40,30,156056,REC,44,44,1.0,0.001153200999397086
unidirectional,15,40,30,156056,Heap-Based,44,44,1.0,0.000699685999279609
unidirectional,15,40,31,156057,ILP,35,35,1.0,0.3238928959999612
unidirectional,15,40,31,156057,REC,35,35,1.0,0.0007934960012789816
unidirectional,15,40,31,156057,Heap-Based,35,35,1.0,0.00048278299982484896
unidirectional,15,40,32,156058,ILP,42,42,1.0,0.0802134860005026
unidirectional,15,40,32,156058,REC,42,42,1.0,0.000818227999843657
unidirectional,15,40,32,156058,Heap-Based,42,42,1.0,0.0005214940010773716
bidirectional,5,10,0,1053026,ILP,11,11,1.0,0.006558071001563803
bidirectional,5,10,0,1053026,Heap-Based,11,11,1.0,6.789300095988438e-05
bidirectional,5,10,1,1053027,ILP,14,14,1.0,0.008989034000478568
bidirectional,5,10,1,1053027,Heap-Based,14,14,1.0,8.669499948155135e-05
bidirectional,5,10,2,1053028,ILP,15,15,1.0,0.00925195700074255
bidirectional,5,10,2,1053028,Heap-Based,15,15,1.0,9.822400170378387e-05
bidirectional,5,10,3,1053029,ILP,11,11,1.0,0.004851551999308867
bidirectional,5,10,3,1053029,Heap-Based,11,11,1.0,5.493800017575268e-05
bidirectional,5,10,4,1053030,ILP,15,15,1.0,0.004895096000836929
bidirectional,5,10,4,1053030,Heap-Based,15,15,1.0,5.002900070394389e-05
bidirectional,5,10,5,1053031,ILP,9,9,1.0,0.00444285400044464
bidirectional,5,10,5,1053031,Heap-Based,9,9,1.0,4.776900095748715e-05
bidirectional,5,10,6,1053032,ILP,10,10,1.0,0.01965722700151673
bidirectional,5,10,6,1053032,Heap-Based,10,10,1.0,9.257099918613676e-05
bidirectional,5,10,7,1053033,ILP,12,12,1.0,0.005584495998846251
bidirectional,5,10,7,1053033,Heap-Based,12,12,1.0,4.814400017494336e-05
bidirectional,5,10,8,1053034,ILP,13,13,1.0,0.005993451999529498
bidirectional,5,10,8,1053034,Heap-Based,13,13,1.0,8.45180002215784e-05
bidirectional,5,10,9,1053035,ILP,12,12,1.0,0.012357185998553177
bidirectional,5,10,9,1053035,Heap-Based,12,12,1.0,7.731599907856435e-05
bidirectional,5,10,10,1053036,ILP,8,8,1.0,0.0060943499993300065
bidirectional,5,10,10,1053036,Heap-Based,8,8,1.0,3.880900112562813e-05
bidirectional,5,10,11,1053037,ILP,10,10,1.0,0.007535015000030398
bidirectional,5,10,11,1053037,Heap-Based,10,10,1.0,4.842300040763803e-05
bidirectional,5,10,12,1053038,ILP,10,10,1.0,0.004976836999048828
bidirectional,5,10,12,1053038,Heap-Based,10,10,1.0,4.5090999265084974e-05
bidirectional,5,10,13,1053039,ILP,12,12,1.0,0.005090528000437189
bidirectional,5,10,13,1053039,Heap-Based,12,12,1.0,6.379400110745337e-05
bidirectional,5,10,14,1053040,ILP,9,9,1.0,0.0048529949999647215
bidirectional,5,10,14,1053040,Heap-Based,9,9,1.0,4.08710002375301e-05
bidirectional,5,10,15,1053041,ILP,11,11,1.0,0.005212371999732568
bidirectional,5,10,15,1053041,Heap-Based,11,11,1.0,5.2911000238964334e-05
bidirectional,5,10,16,1053042,ILP,13,13,1.0,0.009034930999405333
bidirectional,5,10,16,1053042,Heap-Based,13,13,1.0,6.757700066373218e-05
bidirectional,5,10,17,1053043,ILP,13,13,1.0,0.018190524000601727
bidirectional,5,10,17,1053043,Heap-Based,13,13,1.0,6.769799983885605e-05
bidirectional,5,10,18,1053044,ILP,14,14,1.0,0.015301469000405632
bidirectional,5,10,18,1053044,Heap-Based,14,14,1.0,6.951399882382248e-05
bidirectional,5,10,19,1053045,ILP,15,15,1.0,0.005697082000551745
bidirectional,5,10,19,1053045,Heap-Based,15,15,1.0,6.475600093835965e-05
bidirectional,5,10,20,1053046,ILP,12,12,1.0,0.007473609000953729
bidirectional,5,10,20,1053046,Heap-Based,12,12,1.0,5.8338000599178486e-05
bidirectional,5,10,21,1053047,ILP,13,13,1.0,0.006035910000719014
bidirectional,5,10,21,1053047,Heap-Based,13,13,1.0,5.7606999689596705e-05
bidirectional,5,10,22,1053048,ILP,14,14,1.0,0.006053267001334461
bidirectional,5,10,22,1053048,Heap-Based,14,14,1.0,7.270100104506128e-05
bidirectional,5,10,23,1053049,ILP,14,14,1.0,0.024311051000040607
bidirectional,5,10,23,1053049,Heap-Based,14,14,1.0,6.966299952182453e-05
bidirectional,5,10,24,1053050,ILP,14,14,1.0,0.004983869001080166
bidirectional,5,10,24,1053050,Heap-Based,14,14,1.0,4.564800110529177e-05
bidirectional,5,10,25,1053051,ILP,14,14,1.0,0.008046136999837472
bidirectional,5,10,25,1053051,Heap-Based,14,14,1.0,6.750499960617162e-05
bidirectional,5,10,26,1053052,ILP,11,11,1.0,0.005211146999499761
bidirectional,5,10,26,1053052,Heap-Based,11,11,1.0,4.51340001745848e-05
bidirectional,5,10,27,1053053,ILP,14,14,1.0,0.008930677999160253
bidirectional,5,10,27,1053053,Heap-Based,14,14,1.0,6.905200098117348e-05
bidirectional,5,10,28,1053054,ILP,14,14,1.0,0.005791212999611162
bidirectional,5,10,28,1053054,Heap-Based,14,14,1.0,6.138900062069297e-05
bidirectional,5,10,29,1053055,ILP,14,14,1.0,0.0063863089999358635
bidirectional,5,10,29,1053055,Heap-Based,14,14,1.0,5.359799979487434e-05
bidirectional,5,10,30,1053056,ILP,10,10,1.0,0.00512946699927852
bidirectional,5,10,30,1053056,Heap-Based,10,10,1.0,5.1355998948565684e-05
bidirectional,5,10,31,1053057,ILP,11,11,1.0,0.0050498960008553695
bidirectional,5,10,31,1053057,Heap-Based,11,11,1.0,5.097800021758303e-05
bidirectional,5,10,32,1053058,ILP,13,13,1.0,0.018450142999427044
bidirectional,5,10,32,1053058,Heap-Based,13,13,1.0,5.6038999900920317e-05
bidirectional,5,20,0,1054026,ILP,19,19,1.0,0.008140531999742961
bidirectional,5,20,0,1054026,Heap-Based,19,19,1.0,8.39910007925937e-05
bidirectional,5,20,1,1054027,ILP,25,25,1.0,0.006756750999556971
bidirectional,5,20,1,1054027,Heap-Based,25,25,1.0,9.447199954593088e-05
bidirectional,5,20,2,1054028,ILP,20,20,1.0,0.008220203999371734
bidirectional,5,20,2,1054028,Heap-Based,20,20,1.0,0.00011840399929496925
bidirectional,5,20,3,1054029,ILP,20,20,1.0,0.0067185540010541445
bidirectional,5,20,3,1054029,Heap-Based,20,20,1.0,9.68530002865009e-05
bidirectional,5,20,4,1054030,ILP,21,21,1.0,0.00669731000016327
bidirectional,5,20,4,1054030,Heap-Based,21,21,1.0,0.00011320600060571451
bidirectional,5,20,5,1054031,ILP,19,19,1.0,0.007821482999133877
bidirectional,5,20,5,1054031,Heap-Based,19,19,1.0,8.43679990794044e-05
bidirectional,5,20,6,1054032,ILP,24,24,1.0,0.005567079999309499
bidirectional,5,20,6,1054032,Heap-Based,24,24,1.0,8.930500007409137e-05
bidirectional,5,20,7,1054033,ILP,21,21,1.0,0.031037731001561042
bidirectional,5,20,7,1054033,Heap-Based,21,21,1.0,0.00011538099897734355
bidirectional,5,20,8,1054034,ILP,24,24,1.0,0.09199360999991768
bidirectional,5,20,8,1054034,Heap-Based,24,24,1.0,0.0001582650002092123
bidirectional,5,20,9,1054035,ILP,20,20,1.0,0.0050771589994837996
bidirectional,5,20,9,1054035,Heap-Based,20,20,1.0,7.332499990297947e-05
bidirectional,5,20,10,1054036,ILP,17,17,1.0,0.004927527999825543
bidirectional,5,20,10,1054036,Heap-Based,17,17,1.0,6.838099943706766e-05
bidirectional,5,20,11,1054037,ILP,23,23,1.0,0.00581679099923349
bidirectional,5,20,11,1054037,Heap-Based,23,23,1.0,8.948699905886315e-05
bidirectional,5,20,12,1054038,ILP,23,23,1.0,0.004081833998498041
bidirectional,5,20,12,1054038,Heap-Based,23,23,1.0,8.084199907898437e-05
bidirectional,5,20,13,1054039,ILP,22,22,1.0,0.016447939999125083
bidirectional,5,20,13,1054039,Heap-Based,22,22,1.0,0.00010613800077408087
bidirectional,5,20,14,1054040,ILP,21,21,1.0,0.036569429001247045
bidirectional,5,20,14,1054040,Heap-Based,21,21,1.0,0.0001351589999103453
bidirectional,5,20,15,1054041,ILP,20,20,1.0,0.007298647000425262
bidirectional,5,20,15,1054041,Heap-Based,20,20,1.0,0.00011830800031020772
bidirectional,5,20,16,1054042,ILP,23,23,1.0,0.007958232999953907
bidirectional,5,20,16,1054042,Heap-Based,23,23,1.0,0.00011164100033056457
bidirectional,5,20,17,1054043,ILP,22,22,1.0,0.004453020999790169
bidirectional,5,20,17,1054043,Heap-Based,22,22,1.0,7.58440000936389e-05
bidirectional,5,20,18,1054044,ILP,22,22,1.0,0.02792556100030197
bidirectional,5,20,18,1054044,Heap-Based,22,22,1.0,0.00012684899957093876
bidirectional,5,20,19,1054045,ILP,17,17,1.0,0.005026749000535347
bidirectional,5,20,19,1054045,Heap-Based,17,17,1.0,6.970100002945401e-05
bidirectional,5,20,20,1054046,ILP,19,19,1.0,0.005166578001080779
bidirectional,5,20,20,1054046,Heap-Based,19,19,1.0,8.143699960783124e-05
bidirectional,5,20,21,1054047,ILP,23,23,1.0,0.004740712000057101
bidirectional,5,20,21,1054047,Heap-Based,23,23,1.0,8.57760005601449e-05
bidirectional,5,20,22,1054048,ILP,19,19,1.0,0.008444174000032945
bidirectional,5,20,22,1054048,Heap-Based,19,19,1.0,9.98030009213835e-05
bidirectional,5,20,23,1054049,ILP,20,20,1.0,0.015339941999627627
bidirectional,5,20,23,1054049,Heap-Based,20,20,1.0,0.00014869900041958317
bidirectional,5,20,24,1054050,ILP,21,21,1.0,0.024261955000838498
bidirectional,5,20,24,1054050,Heap-Based,21,21,1.0,0.00010681099956855178
bidirectional,5,20,25,1054051,ILP,22,22,1.0,0.03995575400040252
bidirectional,5,20,25,1054051,Heap-Based,22,22,1.0,0.00012677800077653956
bidirectional,5,20,26,1054052,ILP,22,22,1.0,0.007646153999303351
bidirectional,5,20,26,1054052,Heap-Based,22,22,1.0,9.190600030706264e-05
bidirectional,5,20,27,1054053,ILP,16,16,1.0,0.007397956000204431
bidirectional,5,20,27,1054053,Heap-Based,16,16,1.0,7.986400123627391e-05
bidirectional,5,20,28,1054054,ILP,21,21,1.0,0.028743169001245406
bidirectional,5,20,28,1054054,Heap-Based,21,21,1.0,0.00012225299906276632
bidirectional,5,20,29,1054055,ILP,15,15,1.0,0.005272447000606917
bidirectional,5,20,29,1054055,Heap-Based,15,15,1.0,6.563500028278213e-05
bidirectional,5,20,30,1054056,ILP,16,16,1.0,0.01772916499976418
bidirectional,5,20,30,1054056,Heap-Based,16,16,1.0,8.210299893107731e-05
bidirectional,5,20,31,1054057,ILP,24,24,1.0,0.006415833999199094
bidirectional,5,20,31,1054057,Heap-Based,24,24,1.0,0.00011265700049989391
bidirectional,5,20,32,1054058,ILP,22,22,1.0,0.004887306999080465
bidirectional,5,20,32,1054058,Heap-Based,22,22,1.0,7.061599899316207e-05
bidirectional,5,30,0,1055026,ILP,31,31,1.0,0.0088301700016018
bidirectional,5,30,0,1055026,Heap-Based,31,31,1.0,0.00018668000120669603
bidirectional,5,30,1,1055027,ILP,30,30,1.0,0.008248971000284655
bidirectional,5,30,1,1055027,Heap-Based,30,30,1.0,0.00019627199981187005
bidirectional,5,30,2,1055028,ILP,26,26,1.0,0.007124679999833461
bidirectional,5,30,2,1055028,Heap-Based,26,26,1.0,0.0001519939996796893
bidirectional,5,30,3,1055029,ILP,33,33,1.0,0.007764317999317427
bidirectional,5,30,3,1055029,Heap-Based,33,33,1.0,0.0001728469997033244
bidirectional,5,30,4,1055030,ILP,23,23,1.0,0.005101744000057806
bidirectional,5,30,4,1055030,Heap-Based,23,23,1.0,7.430400000885129e-05
bidirectional,5,30,5,1055031,ILP,31,31,1.0,0.012032299000566127
bidirectional,5,30,5,1055031,Heap-Based,31,31,1.0,0.0001620780003577238
bidirectional,5,30,6,1055032,ILP,34,34,1.0,0.008408560001043952
bidirectional,5,30,6,1055032,Heap-Based,34,34,1.0,0.00026154599981964566
bidirectional,5,30,7,1055033,ILP,31,31,1.0,0.006910392999998294
bidirectional,5,30,7,1055033,Heap-Based,31,31,1.0,0.00018001500029640738
bidirectional,5,30,8,1055034,ILP,31,31,1.0,0.011992833000476821
bidirectional,5,30,8,1055034,Heap-Based,31,31,1.0,0.0001695179998932872
bidirectional,5,30,9,1055035,ILP,33,33,1.0,0.005709309998565004
bidirectional,5,30,9,1055035,Heap-Based,33,33,1.0,0.00012037099986628164
bidirectional,5,30,10,1055036,ILP,34,34,1.0,0.013196223999329959
bidirectional,5,30,10,1055036,Heap-Based,34,34,1.0,0.00018451700088917278
bidirectional,5,30,11,1055037,ILP,33,33,1.0,0.0058308330008003395
bidirectional,5,30,11,1055037,Heap-Based,33,33,1.0,0.0001132100005634129
bidirectional,5,30,12,1055038,ILP,30,30,1.0,0.005235909000475658
bidirectional,5,30,12,1055038,Heap-Based,30,30,1.0,0.000134694999360363
bidirectional,5,30,13,1055039,ILP,32,32,1.0,0.0399862470003427
bidirectional,5,30,13,1055039,Heap-Based,32,32,1.0,0.00019468099890218582
bidirectional,5,30,14,1055040,ILP,26,26,1.0,0.006898335999721894
bidirectional,5,30,14,1055040,Heap-Based,26,26,1.0,0.00012146900007792283
bidirectional,5,30,15,1055041,ILP,34,34,1.0,0.0075464879992068745
bidirectional,5,30,15,1055041,Heap-Based,34,34,1.0,0.00016721099927963223
bidirectional,5,30,16,1055042,ILP,18,18,1.0,0.00565327900039847
bidirectional,5,30,16,1055042,Heap-Based,18,18,1.0,6.408399895008188e-05
bidirectional,5,30,17,1055043,ILP,32,32,1.0,0.007348520000959979
bidirectional,5,30,17,1055043,Heap-Based,32,32,1.0,0.00015506100135098677
bidirectional,5,30,18,1055044,ILP,30,30,1.0,0.024567139000282623
bidirectional,5,30,18,1055044,Heap-Based,30,30,1.0,0.00020771900017280132
bidirectional,5,30,19,1055045,ILP,30,30,1.0,0.009831462999500218
bidirectional,5,30,19,1055045,Heap-Based,30,30,1.0,0.00017054700037988368
bidirectional,5,30,20,1055046,ILP,29,29,1.0,0.009183324000332505
bidirectional,5,30,20,1055046,Heap-Based,29,29,1.0,0.00021208799989835825
bidirectional,5,30,21,1055047,ILP,29,29,1.0,0.007829474001482595
bidirectional,5,30,21,1055047,Heap-Based,29,29,1.0,0.00011552400064829271
bidirectional,5,30,22,1055048,ILP,30,30,1.0,0.016741729999921517
bidirectional,5,30,22,1055048,Heap-Based,30,30,1.0,0.00020995599879825022
bidirectional,5,30,23,1055049,ILP,34,34,1.0,0.009419523001270136
bidirectional,5,30,23,1055049,Heap-Based,34,34,1.0,0.00019466800040390808
bidirectional,5,30,24,1055050,ILP,30,30,1.0,0.012763040000209003
bidirectional,5,30,24,1055050,Heap-Based,30,30,1.0,0.00016308599879266694
bidirectional,5,30,25,1055051,ILP,26,26,1.0,0.008021044999622973
bidirectional,5,30,25,1055051,Heap-Based,26,26,1.0,0.0001647120006964542
bidirectional,5,30,26,1055052,ILP,32,32,1.0,0.007086461000653799
bidirectional,5,30,26,1055052,Heap-Based,32,32,1.0,0.00016489900008309633
bidirectional,5,30,27,1055053,ILP,30,30,1.0,0.007554824000180815
bidirectional,5,30,27,1055053,Heap-Based,30,30,1.0,0.00013666499944520183
bidirectional,5,30,28,1055054,ILP,17,17,1.0,0.005067542000688263
bidirectional,5,30,28,1055054,Heap-Based,17,17,1.0,8.303499998874031e-05
bidirectional,5,30,29,1055055,ILP,29,29,1.0,0.0067232260007585865
bidirectional,5,30,29,1055055,Heap-Based,29,29,1.0,0.00013945399950898718
bidirectional,5,30,30,1055056,ILP,27,27,1.0,0.00968954699965252
bidirectional,5,30,30,1055056,Heap-Based,27,27,1.0,0.0001464809993194649
bidirectional,5,30,31,1055057,ILP,33,33,1.0,0.02340360000016517
bidirectional,5,30,31,1055057,Heap-Based,33,33,1.0,0.00020740999934787396
bidirectional,5,30,32,1055058,ILP,30,30,1.0,0.012024063000353635
bidirectional,5,30,32,1055058,Heap-Based,30,30,1.0,0.00019978599993919488
bidirectional,5,40,0,1056026,ILP,37,37,1.0,0.006699404000755749
bidirectional,5,40,0,1056026,Heap-Based,37,37,1.0,0.0001609070004633395
bidirectional,5,40,1,1056027,ILP,41,41,1.0,0.008777408000241849
bidirectional,5,40,1,1056027,Heap-Based,41,41,1.0,0.0002393909999227617
bidirectional,5,40,2,1056028,ILP,34,34,1.0,0.011595414000112214
bidirectional,5,40,2,1056028,Heap-Based,34,34,1.0,0.00022091400023782626
bidirectional,5,40,3,1056029,ILP,41,41,1.0,0.01156271400031983
bidirectional,5,40,3,1056029,Heap-Based,41,41,1.0,0.00038408999898820184
bidirectional,5,40,4,1056030,ILP,39,39,1.0,0.037111805999302305
bidirectional,5,40,4,1056030,Heap-Based,39,39,1.0,0.00035571999978856184
bidirectional,5,40,5,1056031,ILP,42,42,1.0,0.12899604799895314
bidirectional,5,40,5,1056031,Heap-Based,42,42,1.0,0.00044236600115254987
bidirectional,5,40,6,1056032,ILP,28,28,1.0,0.010702333000153885
bidirectional,5,40,6,1056032,Heap-Based,28,28,1.0,0.00017418700008420274
bidirectional,5,40,7,1056033,ILP,33,33,1.0,0.010300476000338676
bidirectional,5,40,7,1056033,Heap-Based,33,33,1.0,0.00024736299928918015
bidirectional,5,40,8,1056034,ILP,43,43,1.0,0.012293025998587837
bidirectional,5,40,8,1056034,Heap-Based,43,43,1.0,0.00030654399961349554
bidirectional,5,40,9,1056035,ILP,36,36,1.0,0.006294094000622863
bidirectional,5,40,9,1056035,Heap-Based,36,36,1.0,0.00020541000048979186
bidirectional,5,40,10,1056036,ILP,39,39,1.0,0.019334679000166943
bidirectional,5,40,10,1056036,Heap-Based,39,39,1.0,0.0003143400008411845
bidirectional,5,40,11,1056037,ILP,43,43,1.0,0.017649866998908692
bidirectional,5,40,11,1056037,Heap-Based,43,43,1.0,0.00033538199932081625
bidirectional,5,40,12,1056038,ILP,30,30,1.0,0.00835127899881627
bidirectional,5,40,12,1056038,Heap-Based,30,30,1.0,0.0001711389995762147
bidirectional,5,40,13,1056039,ILP,42,42,1.0,0.013435656999718049
bidirectional,5,40,13,1056039,Heap-Based,42,42,1.0,0.000341030001436593
bidirectional,5,40,14,1056040,ILP,42,42,1.0,0.021120493998751044
bidirectional,5,40,14,1056040,Heap-Based,42,42,1.0,0.0003147190000163391
bidirectional,5,40,15,1056041,ILP,40,40,1.0,0.01307991000066977
bidirectional,5,40,15,1056041,Heap-Based,40,40,1.0,0.0002698480002436554
bidirectional,5,40,16,1056042,ILP,35,35,1.0,0.009200938999128994
bidirectional,5,40,16,1056042,Heap-Based,35,35,1.0,0.00018397399981040508
bidirectional,5,40,17,1056043,ILP,40,40,1.0,0.01068035400021472
bidirectional,5,40,17,1056043,Heap-Based,40,40,1.0,0.00020910899911541492
bidirectional,5,40,18,1056044,ILP,39,39,1.0,0.011566246001166292
bidirectional,5,40,18,1056044,Heap-Based,39,39,1.0,0.0002702980000321986
bidirectional,5,40,19,1056045,ILP,40,40,1.0,0.017988064000746817
bidirectional,5,40,19,1056045,Heap-Based,40,40,1.0,0.0003904629993485287
bidirectional,5,40,20,1056046,ILP,28,28,1.0,0.00826944700020249
bidirectional,5,40,20,1056046,Heap-Based,28,28,1.0,0.00016545099970244337
bidirectional,5,40,21,1056047,ILP,43,43,1.0,0.012161647000539233
bidirectional,5,40,21,1056047,Heap-Based,43,43,1.0,0.0003955180000048131
bidirectional,5,40,22,1056048,ILP,37,37,1.0,0.02119249499992293
bidirectional,5,40,22,1056048,Heap-Based,37,37,1.0,0.0002972469992528204
bidirectional,5,40,23,1056049,ILP,38,38,1.0,0.029598723998788046
bidirectional,5,40,23,1056049,Heap-Based,38,38,1.0,0.00032865499997569714
bidirectional,5,40,24,1056050,ILP,39,39,1.0,0.00750893099939276
bidirectional,5,40,24,1056050,Heap-Based,39,39,1.0,0.0002513210001779953
bidirectional,5,40,25,1056051,ILP,35,35,1.0,0.014171312999678776
bidirectional,5,40,25,1056051,Heap-Based,35,35,1.0,0.0002315540004929062
bidirectional,5,40,26,1056052,ILP,41,41,1.0,0.015311204000681755
bidirectional,5,40,26,1056052,Heap-Based,41,41,1.0,0.00026743800117401406
bidirectional,5,40,27,1056053,ILP,36,36,1.0,0.01324048300011782
bidirectional,5,40,27,1056053,Heap-Based,36,36,1.0,0.00020819200108235236
bidirectional,5,40,28,1056054,ILP,40,40,1.0,0.009125319000304444
bidirectional,5,40,28,1056054,Heap-Based,40,40,1.0,0.00021095500051160343
bidirectional,5,40,29,1056055,ILP,42,42,1.0,0.00924533000033989
bidirectional,5,40,29,1056055,Heap-Based,42,42,1.0,0.0002445720001560403
bidirectional,5,40,30,1056056,ILP,39,39,1.0,0.010772967998491367
bidirectional,5,40,30,1056056,Heap-Based,39,39,1.0,0.0003005780017701909
bidirectional,5,40,31,1056057,ILP,45,45,1.0,0.024992402000862057
bidirectional,5,40,31,1056057,Heap-Based,45,45,1.0,0.0003651770002761623
bidirectional,5,40,32,1056058,ILP,36,36,1.0,0.012440192998838029
bidirectional,5,40,32,1056058,Heap-Based,36,36,1.0,0.0002474900011293357
bidirectional,10,10,0,1103026,ILP,15,15,1.0,0.02156205599931127
bidirectional,10,10,0,1103026,Heap-Based,15,15,1.0,0.00011270499999227468
bidirectional,10,10,1,1103027,ILP,16,16,1.0,0.33459956200022134
bidirectional,10,10,1,1103027,Heap-Based,16,16,1.0,0.000165027999173617
bidirectional,10,10,2,1103028,ILP,13,13,1.0,0.0135745979987405
bidirectional,10,10,2,1103028,Heap-Based,13,13,1.0,0.0001099620003515156
bidirectional,10,10,3,1103029,ILP,15,15,1.0,0.1560513849999552
bidirectional,10,10,3,1103029,Heap-Based,15,15,1.0,0.00011215599988645408
bidirectional,10,10,4,1103030,ILP,12,12,1.0,0.014590676999432617
bidirectional,10,10,4,1103030,Heap-Based,12,12,1.0,8.825999975670129e-05
bidirectional,10,10,5,1103031,ILP,14,14,1.0,0.1453604649996123
bidirectional,10,10,5,1103031,Heap-Based,14,14,1.0,0.00015785699906700756
bidirectional,10,10,6,1103032,ILP,14,14,1.0,0.12777504500081704
bidirectional,10,10,6,1103032,Heap-Based,14,14,1.0,0.0001661910009715939
bidirectional,10,10,7,1103033,ILP,13,13,1.0,0.037739751000117394
bidirectional,10,10,7,1103033,Heap-Based,13,13,1.0,0.00011688499944284558
bidirectional,10,10,8,1103034,ILP,12,12,1.0,0.008881072999429307
bidirectional,10,10,8,1103034,Heap-Based,12,12,1.0,7.541599916294217e-05
bidirectional,10,10,9,1103035,ILP,13,13,1.0,0.2266608730005828
bidirectional,10,10,9,1103035,Heap-Based,13,13,1.0,7.905700113042258e-05
